enm_id,column_length,column_width,porosity,darcy_velocity,influent_concentration_enm,influent_pore_volumes,ph,electrolyte_concentration,electrolyte_id,enm_density,enm_isoelectric_point,enm_zeta_potential,collector_zeta_potential,enm_diameter,collector_diameter,collector_coating,concentration_nom,nom_id,hamaker_constant_combined,enm_relative_permittivity,valence,electrolyte_rel_conc,ionic_strength,debye_length,n_dl,n_asp,n_att,n_g,n_Pe,n_Lo,n_por,m_inf,n_z1,n_z2,n_asp_c
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-34.5,-58.7,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,27.5586248589,0.873673947463,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-26.1,-58.7,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,24.5326058858,0.742479827473,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-5.4,-58.7,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,20.6564553447,0.182442407586,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,6.0,0.1,NaCl,3160,8.4,-43.6,-37.8,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,19.7941968738,0.989897291129,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,8.0,0.1,NaCl,3160,8.4,-56.4,-61.2,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,41.1744024345,0.996673596674,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,10.5,0.1,NaCl,3160,8.4,-70.0,-72.0,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,59.9449460253,0.999603332011,7.69230769231
QD,0.1,0.025,0.37,9.25928e-06,50.0,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000354,None,0.0,None,7.2e-21,10.0,"[1, -1]","[1, 1]",3.0,1.98229186689e-09,15.5375706849,8.70056497175e-05,97.284846926,238771.262456,206.643288875,0.291516210158,45.9547236374,1.58920409625,4.58482154765,0.920485370911,4.0
QD,0.1,0.025,0.38,9.25928e-06,50.0,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000163,None,0.0,None,7.2e-21,10.0,"[1, -1]","[1, 1]",3.0,1.98229186689e-09,15.5375706849,0.000188957055215,97.284846926,238771.262456,95.1493109792,0.291516210158,43.072155102,1.63215555831,4.58482154765,0.920485370911,4.0
QD,0.1,0.025,0.37,8.912057e-05,50.0,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000354,None,0.0,None,7.2e-21,10.0,"[1, -1]","[1, 1]",3.0,1.98229186689e-09,15.5375706849,8.70056497175e-05,10.1075165637,24807.4038915,1988.94165542,0.291516210158,45.9547236374,1.58920409625,4.58482154765,0.920485370911,4.0
QD,0.1,0.025,0.39,8.449093e-05,50.0,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000163,None,0.0,None,7.2e-21,10.0,"[1, -1]","[1, 1]",3.0,1.98229186689e-09,15.5375706849,0.000188957055215,10.6613530878,26166.7136938,868.237462685,0.291516210158,40.4214627979,1.67510702037,4.58482154765,0.920485370911,4.0
QD,0.1,0.025,0.39,8.449093e-05,50.0,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000125,None,0.0,None,7.2e-21,10.0,"[1, -1]","[1, 1]",3.0,1.98229186689e-09,15.5375706849,0.0002464,10.6613530878,26166.7136938,665.826275066,0.291516210158,40.4214627979,1.67510702037,4.58482154765,0.920485370911,4.0
